M/C Brand,Production Date,M/C Dia & Gauge,Booking Type,Lot,Color,Color Range,stitch,Dia,GSM,SHIFT-A,SHIFT-B,SHIFT-C,Without Shift(Outbound),Shift Total,Machine Total,Reject Qty,Yarn_Count,Yarn_count_length,m/c_dia,m/c_gauge,fabric_dia_1,fabric_dia_2,contraction_1,contraction_2,contraction,number_of_feeders,yarn_count_1,yarn_count_tex_1,yarn_count_tex_2,yarn_count_tex_3,stitch_1,stitch_2,stitch_3,tightness_factor,composition,construction,body_part
Pailung,29-07-2022  ,36 X 18,Main,"NB-Z5241,PEP-40",DK NAVY 118-22-05-01  ,Dark Color  ,2.85/1.14  ,68,260,93.1,121,0,0,214.1,214.1,0,"30/1,55/D",2,36,18,68,68,1.888888889,1.888888889,1.888888889,72,30/1,19.68666667,6.111111111,,2.85,1.14,,1.556830151,Cotton_Elastan,Rib,Rib
Fukuhara,29-07-2022  ,38 X 18,Sample Without Order,"NB-Z5241,PEP-0238",GREY MARL  ,Melange  ,2.85/1.14  ,72,260,5,0,0,0,5,47,0,"30/1,55/D",2,38,18,72,72,1.894736842,1.894736842,1.894736842,114,30/1,19.68666667,6.111111111,,2.85,1.14,,1.556830151,Cotton,Rib,Rib
Fukuhara,29-07-2022  ,38 X 18,Sample Without Order,"AU-333W,NB-JAN-22-Z5241",NAVY  ,Medium Color  ,2.90/1.14  ,72,260,4.8,0,0,0,4.8,0,,"30/1,55/D",2,38,18,72,72,1.894736842,1.894736842,1.894736842,114,30/1,19.68666667,6.111111111,,2.9,1.14,,1.529988252,Cotton_Elastan,Rib,Rib
Fukuhara,29-07-2022  ,38 X 18,Sample Without Order,"NB-JAN-22-Z7202,PU-16602","PUMA WHITE 137-95-00; COLORO, RACING BLUE 115-40-33 COLORO, ASH GRAY 000-73-00; COLORO, YELLOW SIZZLE 036-74-35 COLORO  ",White Color  ,2.90/1.18  ,72,280,26,0,0,0,26,0,,"28/1,70/D",2,38,18,72,72,1.894736842,1.894736842,1.894736842,114,28/1,21.09285714,7.777777778,,2.9,1.18,,1.583688298,Cotton_Polyester,Rib,Rib
Fukuhara,29-07-2022  ,38 X 18,Sample Without Order,"MS-230722-87/22,NB-Z2294",DK NAVY 48729 MATCHING WITH BODY  ,Wash  ,2.90/1.14  ,72,220,0,6.5,0,0,6.5,0,,"32/1,20/D",2,38,18,72,72,1.894736842,1.894736842,1.894736842,114,32/1,18.45625,2.222222222,,2.9,1.14,,1.481404755,Cotton_Elastan,Rib,Rib
Fukuhara,29-07-2022  ,38 X 18,Sample Without Order,"AU-333W,NB-Z5241",WHITE  ,White Color  ,2.85/1.14  ,72,260,4.7,0,0,0,4.7,0,,"30/1,55/D",2,38,18,72,72,1.894736842,1.894736842,1.894736842,114,30/1,19.68666667,6.111111111,,2.85,1.14,,1.556830151,Cotton_Elastan,Rib,Rib
Fukuhara,29-07-2022  ,38 X 24,Main,MS-L1811130014,HOT PINK  ,Light Color  ,2.85  ,78,140,235.2,205.6,0,0,440.8,460.21,0,30/1,1,38,24,78,78,2.052631579,2.052631579,2.052631579,120,30/1,19.68666667,,,2.85,,,1.556830151,Cotton,S/J,Top
Fukuhara,29-07-2022  ,38 X 24,Main,MS-13205,AOP ON SCOURED-BLACK MIX  ,Average Color  ,2.78  ,76,155,0,19.4,0,0,19.4,0,,28/1,1,38,24,76,76,2,2,2,120,28/1,21.09285714,,,2.78,,,1.652048944,Cotton,S/J,Top
Fukuhara,29-07-2022  ,28 X 24,Sample Without Order,nan,JAUNE DORE R 240  ,Light Color  ,3.15/1.15  ,56,160,0.01,0,0,0,0.01,0,,"34/1,20/D",2,28,24,56,56,2,2,2,90,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Bottom
Fukuhara,29-07-2022  ,38 X 24,Main,MS-13283374,DARK NAVY MSCC 48729  ,Dark Color  ,2.84  ,76,140,247.7,262.6,0,0,510.3,510.3,0,32/1,1,38,24,76,76,2,2,2,120,32/1,18.45625,,,2.84,,,1.512702038,Cotton,S/J,Top
Fukuhara,29-07-2022  ,38 X 24,Main,PU-21165,"GREEN MOSS-01, SPRING LAVENDER-01, ORCHID SHADOW-01, BIRCH TREE-01, LIGHT MINT-01, PLATINUM GRAY-01, ELEKTRO PURPLE-01, ROYAL SAPPHIRE-01  ",Medium Color  ,2.70  ,72,140,125.9,171.5,0,0,297.4,297.4,0,34/1,1,38,24,72,72,1.894736842,1.894736842,1.894736842,114,34/1,17.37058824,,,2.7,,,1.543631025,Cotton_Polyester,S/J,Top
Fukuhara,29-07-2022  ,34 X 24,Main,MS-1277,BC 05  ,Melange  ,2.95  ,72,140,182.7,0,0,0,182.7,182.7,0,30/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,108,30/1,19.68666667,,,2.95,,,1.504056248,Cotton_Viscose,S/J,Top
Fukuhara,29-07-2022  ,36 X 24,Main,"MS-L1811134035,NB-FEB-22-S-2813","COMBO 3 = MARINE R 250, COMBO 4 = ROSE R269, COMBO 5 = W21 VERT KAKI C 13, COMBO 1 = NOIR  ",Average Color  ,3.15/1.15  ,72,160,209.4,227,0,0,436.4,436.4,0,"34/1,20/D",2,36,24,72,72,2,2,2,114,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Bottom
Fukuhara,29-07-2022  ,36 X 24,Main,"MS-L1811134035,NB-FEB-22-S-2813","COMBO 2 A = MARINE R 250, COMBO 5 A = ROSE R269, COMBO 3 B = W21 VERT KAKI C 13, COMBO 1 B - NOIR, COMBO 5 B = W22 PARME 20, COMBO 1 A - NOIR  ",Average Color  ,3.15/1.15  ,72,160,148,246.1,0,0,394.1,394.1,0,"34/1,20/D",2,36,24,72,72,2,2,2,114,34/1,17.37058824,2.222222222,,3.15,1.15,,1.323112307,Cotton,LS/J,Bottom
Fukuhara,29-07-2022  ,36 X 24,Main,PU-28704,"HIGH RISK RED-FOR ALL TIME RED-01, CHILI POWDER-01, WARM EARTH-01, PEACOAT-TCX-01, HIGH RISK RED-TCX-01  ",Dark Color  ,2.76  ,72,160,226.1,89.6,0,0,315.7,414.6,0,28/1,1,36,24,72,72,2,2,2,114,28/1,21.09285714,,,2.76,,,1.664020313,Cotton,S/J,Top
Fukuhara,29-07-2022  ,36 X 24,Main,MS-1276,AOP ON BC 05  ,Melange  ,2.95  ,76,140,0,98.9,0,0,98.9,0,,30/1,1,36,24,76,76,2.111111111,2.111111111,2.111111111,114,30/1,19.68666667,,,2.95,,,1.504056248,Cotton_Viscose,S/J,Bottom
Fukuhara,29-07-2022  ,36 X 24,Main,MS-22/22,AOP ON BLACK  ,Black Color  ,2.88  ,74,140,162.9,186.3,0,0,349.2,349.2,0,32/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,114,32/1,18.45625,,,2.88,,,1.491692288,Cotton,S/J,Bottom
Fukuhara,29-07-2022  ,36 X 18,Sample Without Order,"AU-Z4247,TOR-M5533",BLUSH  ,Light Color  ,2.90/1.14  ,68,250,0,0,5.5,0,5.5,146.5,0,"26/1,40/D",2,36,18,68,68,1.888888889,1.888888889,1.888888889,108,26/1,22.71538462,4.444444444,,2.9,1.14,,1.643471016,other_cotton_blend,Rib,Top
Fukuhara,29-07-2022  ,36 X 18,Main,"NB-Z7208,PU-S-21166","PUMA BLACK- COLORO-01, YELLOW ALERT-01, ELEKTRO BLUE-01  ",Average Color  ,2.80/1.20  ,68,270,0,19.7,0,0,19.7,0,,"30/1,70/D",2,36,18,68,68,1.888888889,1.888888889,1.888888889,108,30/1,19.68666667,7.777777778,,2.8,1.2,,1.584630689,Cotton,Rib,Rib
Fukuhara,29-07-2022  ,36 X 18,Main,"NB-Z5241,PU-PM461129",DARK GRAY HEATHER-01  ,Melange  ,2.80/1.18  ,68,260,5.8,0,0,0,5.8,0,,"30/1,55/D",2,36,18,68,68,1.888888889,1.888888889,1.888888889,108,30/1,19.68666667,6.111111111,,2.8,1.18,,1.584630689,Polyester,Rib,Rib
Fukuhara,29-07-2022  ,36 X 18,Main,"NB-Z4203,SS-570/22",GREY MARL-03  ,Melange  ,3.10/1.10  ,68,250,0,50.7,0,0,50.7,0,,"30/1,40/D",2,36,18,68,68,1.888888889,1.888888889,1.888888889,108,30/1,19.68666667,4.444444444,,3.1,1.1,,1.431279332,Cotton_Elastan,Rib,Rib
Fukuhara,29-07-2022  ,36 X 18,Main,"NB-Z5241,PU-PM461128",MEDIUM GRAY HEATHER-01  ,Melange  ,2.80/1.18  ,68,260,50.8,0,0,0,50.8,0,,"30/1,55/D",2,36,18,68,68,1.888888889,1.888888889,1.888888889,108,30/1,19.68666667,6.111111111,,2.8,1.18,,1.584630689,Polyester,Rib,Rib
Fukuhara,29-07-2022  ,36 X 18,Main,"NB-Z4203,TOR-M5533",BLUSH  ,Medium Color  ,2.90/1.14  ,68,250,0,0,14,0,14,0,,"26/1,40/D",2,36,18,68,68,1.888888889,1.888888889,1.888888889,108,26/1,22.71538462,4.444444444,,2.9,1.14,,1.643471016,other_cotton_blend,Rib,Rib
Pailung,29-07-2022  ,34 X 18,Main,"MS-56/22,PU-BK180295",PUMA BLACK- DYSTAR - 01  ,Black Color  ,2.95/2.75  ,72,280,79,88.2,0,0,167.2,167.2,0,"28/1,50D/36F",2,34,18,72,72,2.117647059,2.117647059,2.117647059,68,28/1,21.09285714,5.555555556,,2.95,2.75,,1.556846124,Cotton_Polyester,Rib,Rib
Pailung,29-07-2022  ,34 X 18,Main,"MS-56/22,PU-BK180295",PUMA BLACK- DYSTAR - 01  ,Black Color  ,2.95/2.75  ,72,280,69.1,90.7,0,0,159.8,159.8,0,"28/1,50D/36F",2,34,18,72,72,2.117647059,2.117647059,2.117647059,68,28/1,21.09285714,5.555555556,,2.95,2.75,,1.556846124,Cotton_Polyester,Rib,Rib
Fukuhara,29-07-2022  ,26 X 24,Sample Without Order,PEP-0238,GREY MARL  ,Melange  ,2.80  ,52,140,0,15.2,0,0,15.2,46.51,0,30/1,1,26,24,52,52,2,2,2,84,30/1,19.68666667,,,2.8,,,1.584630689,Cotton_Viscose,S/J,Top
Fukuhara,29-07-2022  ,26 X 24,Sample Without Order,nan,MARINE [TCX 19-3924] EAL WHITE [COMBED]  ,Medium Color  ,2.76  ,48,140,0,11.6,0,0,11.6,0,,30/1,1,26,24,48,48,1.846153846,1.846153846,1.846153846,78,30/1,19.68666667,,,2.76,,,1.607596352,Cotton,S/J,Top
Fukuhara,29-07-2022  ,26 X 24,Sample Without Order,MS-7011,EAL WHITE [COMBED]  ,White Color  ,2.76  ,48,140,0,12.3,0,0,12.3,0,,32/1,1,26,24,48,48,1.846153846,1.846153846,1.846153846,78,32/1,18.45625,,,2.76,,,1.556548474,Cotton,S/J,Top
Fukuhara,29-07-2022  ,26 X 24,Sample Without Order,"MS-230722-86/22,MS-230722-87/22",DK EVERGREEN 47745+DK NAVY 48729  ,Wash  ,2.76  ,50,140,7.4,0,0,0,7.4,0,,32/1,1,26,24,50,50,1.923076923,1.923076923,1.923076923,84,32/1,18.45625,,,2.76,,,1.556548474,Cotton,S/J,Body
Fukuhara,29-07-2022  ,28 X 24,Sample Without Order,PU-2210100260,PUMA BLACK  ,Black Color  ,2.85  ,54,145,0.01,0,0,0,0.01,0,,32/1,1,28,24,54,54,1.928571429,1.928571429,1.928571429,90,32/1,18.45625,,,2.85,,,1.507394312,Cotton_Polyester,S/J,Top
Fukuhara,29-07-2022  ,26 X 24,Main,"LR-3606,SS-4060",GREY MARL  ,Melange  ,2.98/1.38  ,62,260,81.4,95.8,0,0,177.2,177.2,0,"20/1,24/1",2,26,24,62,62,2.384615385,2.384615385,2.384615385,78,20/1,29.53,24.60833333,,2.98,1.38,,1.823540694,Cotton_Viscose,Fleece_terry,Top
Fukuhara,29-07-2022  ,26 X 24,Main,SS-28451,NOIR  ,Dark Color  ,2.72  ,70,200,135.1,139,0,0,274.1,274.1,0,28/1,1,26,24,70,70,2.692307692,2.692307692,2.692307692,78,28/1,21.09285714,,,2.72,,,1.6884912,Cotton,Pique,Top
Fukuhara,29-07-2022  ,36 X 24,Main,PU-27717019,PUMA WHITE-COLORO-01  ,White Color  ,2.86  ,76,160,323.5,315,0,0,638.5,638.5,0,27/1,1,36,24,76,76,2.111111111,2.111111111,2.111111111,114,27/1,21.87407407,,,2.86,,,1.635305156,Cotton,S/J,Top
Santoni,29-07-2022  ,32 X 28,Other,PU-X008/M010,WHITE  ,White Color  ,2.88  ,78,140,66.5,105.5,0,0,172,172,0,150D/144F,1,32,28,78,78,2.4375,2.4375,2.4375,64,150D/144F,1.666666667,,,2.88,,,0.448261961,Polyester,S/J,Top
Jiunn Long,29-07-2022  ,32 X 28,Main,PU-PM461128,MEDIUM GRAY HEATHER-01  ,Melange  ,2.90  ,80,140,92.5,108,0,0,200.5,200.5,0,30/1,1,32,28,80,80,2.5,2.5,2.5,64,30/1,19.68666667,,,2.9,,,1.529988252,Polyester,S/J,Top
Jiunn Long,29-07-2022  ,32 X 24,Main,LR-695W,BLANC  ,White Color  ,2.88  ,68,140,61,91,0,0,152,152,0,30/1,1,32,24,68,68,2.125,2.125,2.125,64,30/1,19.68666667,,,2.88,,,1.54061317,Cotton,S/J,Top
Jiunn Long,29-07-2022  ,34 X 24,Main,"MS-801W,NB-FEB-22-S-2813",WHITE/01  ,White Color  ,3.15/1.10  ,68,170,45.5,0,0,0,45.5,221.5,0,"32/1,20/D",2,34,24,68,68,2,2,2,68,32/1,18.45625,2.222222222,,3.15,1.1,,1.363832949,Cotton_Elastan,LS/J,Body
Jiunn Long,29-07-2022  ,34 X 24,Main,LR-601W,OPTICAL WHITE  ,White Color  ,2.88  ,72,160,8.5,0,0,0,8.5,0,,26/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,26/1,22.71538462,,,2.88,,,1.65488401,Cotton,S/J,Rib
Jiunn Long,29-07-2022  ,34 X 24,Main,LR-601W,OPTICAL WHITE  ,White Color  ,2.88  ,72,160,33.5,134,0,0,167.5,0,,26/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,26/1,22.71538462,,,2.88,,,1.65488401,Cotton,S/J,Top
Pailung,29-07-2022  ,34 X 24,Main,PU-E887/M00W,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,19,0,0,0,19,19,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,29-07-2022  ,34 X 24,Other,"DE-NA10712/8,DE-NB60504,NW-NA10712/8",DKT-G17C BLUE[14893-20]  ,Dark Color  ,13.25/11.25  ,60,120,23,21,0,0,44,44,0,"75D/72F,50D/36F",2,34,24,60,60,1.764705882,1.764705882,1.764705882,68,75D/72F,8.333333333,5.555555556,,13.25,11.25,,0.217868026,Polyester,Pique,Body
Pailung,29-07-2022  ,34 X 24,Main,PU-E887/M00W,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,30,32,0,0,62,62,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,29-07-2022  ,34 X 24,Main,PU-A25271AS2,PUMA WHITE-COLORO-01  ,White Color  ,1.15  ,60,150,29,27,0,0,56,56,0,75D/72F,1,34,24,60,60,1.764705882,1.764705882,1.764705882,68,75D/72F,8.333333333,,,1.15,,,2.510218562,Polyester,Interlock,Top
Pailung,29-07-2022  ,34 X 28,Other,DE-FD2F19S2G,BLUE  ,Dark Color  ,1.20  ,66,135,29,0,0,0,29,29,0,75D/72F,1,34,28,66,66,1.941176471,1.941176471,1.941176471,68,75D/72F,8.333333333,,,1.2,,,2.405626122,Polyester,Interlock,Body
Jiunn Long,29-07-2022  ,34 X 24,Main,PU-27717015,"GREEN MOSS-01, CLEMENTINE-01, ROSE DUST-01, DESERT CLAY-01, ADRIATIC-01, VIVID VIOLET-01, ROYAL SAPPHIRE-01, MUSTARD SEED-01  ",Medium Color  ,2.88  ,72,160,121.5,163,0,0,284.5,284.5,0,27/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,27/1,21.87407407,,,2.88,,,1.62394887,Cotton,S/J,Top
Jiunn Long,29-07-2022  ,30 X 24,Main,"GU-Z40016,NB-FEB-22-S-2813",BLACK  ,Average Color  ,3.00/1.00  ,60,160,92.7,0.01,0,0,92.71,146.01,0,"40/1,20/D",2,30,24,60,60,2,2,2,60,40/1,14.765,2.222222222,,3,1,,1.280841737,Cotton_Elastan,LS/J,Body
Jiunn Long,29-07-2022  ,30 X 24,Short,"MS-JD22032830,NB-FEB-22-S-2813",AOP ON ANTIQUE ROSE  ,Light Color  ,3.00/1.00  ,56,160,0,53.3,0,0,53.3,0,,"40/1,20/D",2,30,24,56,56,1.866666667,1.866666667,1.866666667,60,40/1,14.765,2.222222222,,3,1,,1.280841737,Polyester,LS/J,Bottom
Jiunn Long,29-07-2022  ,30 X 24,Main,"GU-Z40016,NB-FEB-22-S-2813",BLACK  ,Average Color  ,3.00/1.00  ,60,160,97.4,84,0,0,181.4,181.4,0,"40/1,20/D",2,30,24,60,60,2,2,2,60,40/1,14.765,2.222222222,,3,1,,1.280841737,Cotton_Elastan,LS/J,Body
Jiunn Long,29-07-2022  ,32 X 24,Main,EF-493,19-3921 TCX BLACK IRIS  ,Dark Color  ,2.94  ,68,160,21.6,0.01,0,0,21.61,21.61,0,26/1,1,32,24,68,68,2.125,2.125,2.125,64,26/1,22.71538462,,,2.94,,,1.621110866,Cotton,S/J,Body
Pailung,29-07-2022  ,34 X 24,Other,"DE-NB60504,NW-NA10712/8,TOR-NB60504",DKT-N00A WHITE[14893-10]  ,White Color  ,13.25/11.25  ,60,120,26.5,31,0,0,57.5,57.5,0,"75D/72F,50D/36F",2,34,24,60,60,1.764705882,1.764705882,1.764705882,68,75D/72F,8.333333333,5.555555556,,13.25,11.25,,0.217868026,Polyester,Pique,Body
Pailung,29-07-2022  ,34 X 24,Other,"DE-NB60504,NW-NA10712/8",DKT-N00A WHITE[14893-10]  ,White Color  ,13.25/11.25  ,60,120,28,31,0,0,59,59,0,"75D/72F,50D/36F",2,34,24,60,60,1.764705882,1.764705882,1.764705882,68,75D/72F,8.333333333,5.555555556,,13.25,11.25,,0.217868026,Polyester,Pique,Body
Pailung,29-07-2022  ,34 X 24,Main,PU-F845/DP00,PUMA WHITE-COLORO-01  ,White Color  ,17.1/12.8  ,68,145,44.5,34.5,0,0,79,79,0,75D/36F,1,34,24,68,68,2,2,2,68,75D/36F,8.333333333,,,17.1,12.8,,0.168815868,Polyester,Pique,Top
Pailung,29-07-2022  ,34 X 24,Main,PU-E887/M00W,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,31,0,0,0,31,31,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,29-07-2022  ,34 X 24,Main,PU-E887/M00W,PUMA WHITE-01  ,White Color  ,12.00/13.00  ,70,140,35.5,35,0,0,70.5,70.5,0,75D/72F,1,34,24,70,70,2.058823529,2.058823529,2.058823529,68,75D/72F,8.333333333,,,12,13,,0.240562612,Polyester,Mesh,Top
Pailung,29-07-2022  ,34 X 24,Main,PU-A25271AS2,PUMA BLACK-COLORO-01  ,Black Color  ,1.15  ,60,150,27,29,0,0,56,56,0,75D/72F,1,34,24,60,60,1.764705882,1.764705882,1.764705882,68,75D/72F,8.333333333,,,1.15,,,2.510218562,Polyester,Interlock,Top
Fukuhara,29-07-2022  ,30 X 24,Main,"MS-2230490105,MS-2230490501,MS-2300190101,MS-2300190201A,MS-2300190302,MS-2300190401,MS-2300190501,NB-FEB-22-S-2813",NAVY-FLAME -PINK -TOMATO-SOFT WHITE Y/D-NAVY MIX  ,Wash  ,3.10/1.05  ,60,160,28.9,0,0,0,28.9,28.9,0,"34/1,20/D",2,30,24,60,60,2,2,2,96,34/1,17.37058824,2.222222222,,3.1,1.05,,1.344452828,Cotton_Elastan,LS/J,Top
Fukuhara,29-07-2022  ,30 X 24,Short,"MS-22-16475,MS-22-16476,MS-22-16477,MS-22-16478,MS-22-16479,MS-22-16480",DARK TURQUOISE 47201+WHITE 10001+DARK NAVY 48729+PAPRIKA 48740+DARK GOLD 22957+DARK MEGENTA 47306  ,Wash  ,2.85  ,60,140,23,0,0,0,23,23,0,32/1,1,30,24,60,60,2,2,2,96,32/1,18.45625,,,2.85,,,1.507394312,Cotton,S/J,Top
Fukuhara,29-07-2022  ,38 X 24,Main,"MS-D2243001W,NB-FEB-22-S-2813",BLACK MIX  ,Black Color  ,2.90/1.00  ,72,130,17,0.01,0,0,17.01,17.01,8,"20/D,50/1",2,38,24,72,72,1.894736842,1.894736842,1.894736842,120,20/D,2.222222222,11.812,,2.9,1,,0.514038616,Cotton_Polyester,S/J,Body
Fukuhara,29-07-2022  ,38 X 24,Main,AU-SV-601,AOP ON ECRU  ,White Color  ,2.86  ,80,150,229,9,0,0,238,447,0,30/1,1,38,24,80,80,2.105263158,2.105263158,2.105263158,120,30/1,19.68666667,,,2.86,,,1.551386689,Cotton,S/J,Body
Fukuhara,29-07-2022  ,38 X 24,Main,AU-SV-601,COMBO 2-VIEUX ROSE  ,Light Color  ,2.86  ,80,150,0,209,0,0,209,0,,30/1,1,38,24,80,80,2.105263158,2.105263158,2.105263158,120,30/1,19.68666667,,,2.86,,,1.551386689,Cotton_Polyester,S/J,Body
Fukuhara,29-07-2022  ,36 X 24,Main,PU-27717020,PUMA WHITE-COLORO-01  ,White Color  ,2.86  ,76,160,265.5,273,0,0,538.5,538.5,0,27/1,1,36,24,76,76,2.111111111,2.111111111,2.111111111,114,27/1,21.87407407,,,2.86,,,1.635305156,Cotton,S/J,Top
Fukuhara,29-07-2022  ,36 X 24,Main,MS-893W,PALE STRAW  ,White Color  ,2.85  ,74,140,173.5,184.3,0,0,357.8,357.8,0,30/1,1,36,24,74,74,2.055555556,2.055555556,2.055555556,114,30/1,19.68666667,,,2.85,,,1.556830151,Cotton,S/J,Top
Pailung,29-07-2022  ,34 X 24,Main,PU-A25271AS2,PUMA BLACK-COLORO-01  ,Black Color  ,1.15  ,60,150,0.01,0,0,0,0.01,54.01,0,75D/72F,1,34,24,60,60,1.764705882,1.764705882,1.764705882,68,75D/72F,8.333333333,,,1.15,,,2.510218562,Polyester,Interlock,Top
Pailung,29-07-2022  ,34 X 24,Other,"DE-NA10712/8,DE-NB60504,NW-NA10712/8",DKT-G17C BLUE[14893-20]  ,Dark Color  ,13.25/11.25  ,60,120,27,27,0,0,54,0,,"75D/72F,50D/36F",2,34,24,60,60,1.764705882,1.764705882,1.764705882,68,75D/72F,8.333333333,5.555555556,,13.25,11.25,,0.217868026,Polyester,Pique,Body
Jiunn Long,29-07-2022  ,36 X 24,Main,"NB-FEB-22-S-2813,SS-79/22","WHITE-,06  ",White Color  ,3.10/1.10  ,72,180,40.2,0,0,0,40.2,118,0,"30/1,20/D",2,36,24,72,72,2,2,2,72,30/1,19.68666667,2.222222222,,3.1,1.1,,1.431279332,Cotton_Elastan,LS/J,Body
Jiunn Long,29-07-2022  ,36 X 24,Main,"NB-FEB-22-S-2813,SS-77/22","PINK-,05  ",Light Color  ,3.10/1.10  ,72,180,27,0,0,0,27,0,,"30/1,20/D",2,36,24,72,72,2,2,2,72,30/1,19.68666667,2.222222222,,3.1,1.1,,1.431279332,Cotton_Elastan,LS/J,Top
Jiunn Long,29-07-2022  ,36 X 24,Main,"NB-FEB-22-S-2813,SS-79/22","WHITE-,06  ",White Color  ,3.10/1.10  ,72,180,50.8,0,0,0,50.8,0,,"30/1,20/D",2,36,24,72,72,2,2,2,72,30/1,19.68666667,2.222222222,,3.1,1.1,,1.431279332,Cotton_Elastan,LS/J,Body
Jiunn Long,29-07-2022  ,34 X 24,Main,PU-27717015,PUMA WHITE-COLORO-01  ,White Color  ,2.86  ,72,160,101,0,0,0,101,364.5,0,27/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,27/1,21.87407407,,,2.86,,,1.635305156,Cotton,S/J,Top
Jiunn Long,29-07-2022  ,34 X 24,Main,PU-27717020,PUMA WHITE-COLORO-01  ,White Color  ,2.86  ,72,160,72.5,191,0,0,263.5,0,,27/1,1,34,24,72,72,2.117647059,2.117647059,2.117647059,68,27/1,21.87407407,,,2.86,,,1.635305156,Cotton,S/J,Top
Jiunn Long,29-07-2022  ,30 X 24,Sample Without Order,AU-333W,NAVY  ,Medium Color  ,2.85  ,60,140,15.5,0,0,0,15.5,125.6,0,30/1,1,30,24,60,60,2,2,2,60,30/1,19.68666667,,,2.85,,,1.556830151,Cotton,S/J,Top
Jiunn Long,29-07-2022  ,30 X 24,Sample Without Order,AU-333W,"WHITE, CORAL  ",White Color  ,2.80  ,60,140,20,0,0,0,20,0,,30/1,1,30,24,60,60,2,2,2,60,30/1,19.68666667,,,2.8,,,1.584630689,Cotton,S/J,Top
Jiunn Long,29-07-2022  ,30 X 24,Sample Without Order,PU-16602,"ASH GRAY 000-73-00; COLORO, PUMA WHITE 137-95-00; COLORO, RACING BLUE 115-40-33 COLORO, YELLOW SIZZLE 036-74-35 COLORO  ",White Color  ,2.80  ,62,160,31.6,58.5,0,0,90.1,0,,28/1,1,30,24,62,62,2.066666667,2.066666667,2.066666667,60,28/1,21.09285714,,,2.8,,,1.640248595,Cotton_Polyester,S/J,Top
Santoni,29-07-2022  ,34 X 28,Main,PU-X008/M010,"DARK GRAY HEATHER-01, LIGHT GRAY HEATHER-01, MEDIUM GRAY HEATHER-01  ",Average Color  ,2.65  ,76,145,18.2,0,0,0,18.2,18.2,0,150D/144F,1,34,28,76,76,2.235294118,2.235294118,2.235294118,68,150D/144F,1.666666667,,,2.65,,,0.487167717,Polyester,S/J,Top
Jiunn Long,29-07-2022  ,28 X 24,Sample Without Order,"GU-1095,NB-Z2293","COMBO 4/S 22 ROSE CORAIL 46/16-1632 TCX, COMBO 2/S23 VERT MENTHE 60/AS SWATCH  ",Medium Color  ,2.95/1.00  ,52,160,31.6,0,0,0,31.6,41.62,0,"40/1,20/D",2,28,24,52,52,1.857142857,1.857142857,1.857142857,56,40/1,14.765,2.222222222,,2.95,1,,1.302550919,Cotton,LS/J,Bottom
Jiunn Long,29-07-2022  ,28 X 24,Sample Without Order,"MS-1037,NB-Z2293",COMBO 02 [ GRIS CHIN?? R203 [BROSS VOL 32 B30 SWATCH]  ,Melange  ,2.95/1.00  ,52,160,0,0.01,0,0,0.01,0,,"40/1,20/D",2,28,24,52,52,1.857142857,1.857142857,1.857142857,56,40/1,14.765,2.222222222,,2.95,1,,1.302550919,Cotton,LS/J,Bottom
Jiunn Long,29-07-2022  ,28 X 24,Sample Without Order,"GU-1095,NB-Z2293",COMBO 3 [JAUNE DOR?? R 240 [SWATCH]  ,Light Color  ,2.95/1.00  ,52,160,10,0,0,0,10,0,,"40/1,20/D",2,28,24,52,52,1.857142857,1.857142857,1.857142857,56,40/1,14.765,2.222222222,,2.95,1,,1.302550919,Cotton,LS/J,Bottom
Jiunn Long,29-07-2022  ,28 X 24,Sample Without Order,1037,COMBO [ GRIS CHINE R205 ]  ,Melange  ,2.95/1.00  ,52,160,0,0.01,0,0,0.01,0,,"40/1,20/D",2,28,24,52,52,1.857142857,1.857142857,1.857142857,56,40/1,14.765,2.222222222,,2.95,1,,1.302550919,Cotton_Elastan,LS/J,Bottom
Jiunn Long,29-07-2022  ,30 X 24,Main,EF-493,15-3922 TCX OPEN AIR  ,Light Color  ,2.90  ,64,160,19,0,0,0,19,19,0,26/1,1,30,24,64,64,2.133333333,2.133333333,2.133333333,60,26/1,22.71538462,,,2.9,,,1.643471016,Cotton,S/J,Body
